Tanggal,Username,Komentar,Polarity
2023-01-29T06:28:20Z,Muhamad Masrukhin,Mantap...josss,Positif
2023-01-29T06:22:23Z,Agooooo,Proyek yang tingkat potensi mangkraknya 80%.,Negatif
2023-01-29T06:19:38Z,Abu Iqbal,"Sepertinya gak usahlah memaksakan kehendak, jokowi akan  pensiun 2024,sepertinya kl Anies nanti jadi presiden, proyek mimpi ini tidak akan dilanjutkan oleh Anies, sayang uang negara dihambur - hamburkan pada proyek mimpi ini.",Negatif
2023-01-29T08:45:02Z,Waone,Sepakat<br><br>Mungkin dibangun secara bertahap saja: <br><br>5 tahun pertama<br>5 tahun selanjutnya<br>Dst <br><br>Sehingga tidak terlalu membebani anggaran negara. <br><br>Mungkin kasih anggaran 5-10% saja dari anggaran apbn per tahun nya,Positif
2023-01-29T06:18:44Z,Deden Lesmana,"Semoga sukses apa yg di cita2 kan BPK presiden dan rakyat Indonesia,memindah kan ibu kota ke Kalimantan, sehat2 semua para pekerja nya dan semoga Lancar sampai selesai segala nya Aamiin,,,,,",Positif
2023-01-29T06:10:31Z,Shaikh Siddiq,ide presiden bagus<br>Tapi <br>Pertanyaannya apa SDM PUPR mampu sementara mereka mayoritas mental pedagang semua,Positif
2023-01-29T06:07:56Z,kiana kaslana,"Merusak lingkungan,",Negatif
2023-01-29T06:06:05Z,Yehezkiel Kahar Hadiwonto,"Lagiiii: bukti suksesnya pak Jokowi ! Kiranya berkelanjutan dg presiden2  berikutnya.. dan berikutnya, secara brkesinambungan Agara Nusantara dg Indonesianya makiin cemerlang ! !",Positif
2023-01-29T05:53:30Z,Hendry Duaempat,Di vidioin di belang pencitraan<br>Gak di vidioin dibilang Hannya angan angan ya bigitu lah suara kadrun Niah berkoar koar 🤣🤣🤣,Netral
2023-01-29T05:50:21Z,Robi Darwis,Kalau masyarakat yg mau bangun harus di tata biar rapih 😁,Positif
2023-01-29T05:45:34Z,Wang Ayang,Klo bangun mesjid harus di pikir juga bangun Gereja ukuran sedang. 🙏,Positif
2023-01-29T05:44:51Z,amar otomotif,Bangun tembok nya pake kardus sja biar cepet jd terus di-posting terus dapat waw  jangan lupa datangkan pawang hujan biar kardus aman,Netral
2023-01-29T05:38:15Z,Lina istianti,"Bismillah,,SMG pembangunan IKN ini sllu lancar Spain sukses,, dan semua pekerjanya sllu sht selamat sllu di mdh kan sgl tugas&quot",Positif
2023-01-29T05:22:53Z,nabatyyy,Yohanes mana suaranya,Netral
2023-01-29T05:21:34Z,familly happy,Negeri baru cina,Netral
2023-01-29T05:14:42Z,Ahmad Muhammad,Pembangunan ugal ugalan,Negatif
2023-01-29T05:03:25Z,Muarif Suryatama,"Proyek yang luar biasa, ide yang sangat cemerlang, tapi maaf saya kurang setuju dengan IKN, menurut saya belum tepat waktunya, atau mungkin caranya, agar Indonesia menjadi negara maju Menurut saya lebih bagus kalau diperbayak kawasan ekonomi khusus daripada buat ibu kota baru.. Kenapa alangkah rugi uang ribuan Trilyun hanya untuk memindahkan orang kementrian pusat bekerja, dan darimana kita membayar hutang tersebut sedangkan kota itu untuk menghasilkan uang perlu puluhan tahun. Jika hanya memindahkan ibu kota kenapa harus buat kota baru.. Kan lucu kalo ibukota baru isinya cuma kantor pemerintahan dan warung nasi padang..  Saya rasa investasi swasta lebih tertarik dengan KEK daripada IKN..",Negatif
2023-01-29T05:01:34Z,vespanatik mania,DPR dan para pejabat2 dipindah kesana juga,Netral
2023-01-29T05:00:09Z,Supri Eko,Siap2 tanah di DKI anjlok harganya 🤣kos2san kontrakan akan sepi wkwkw 🤣,Negatif
2023-01-29T06:50:26Z,Supri Eko,@sandy dhita i know tapi secara bertahap semuanya akan mengikuti trmasuk pertumbuhan ekonomi karna kedekatan ke pemerintahan 😅 dgn isu jakarta tengelam &amp,Netral
2023-01-29T05:04:45Z,sandy dhita,jakarta akan tetep rame. karna jakarta adalah pusat perekonomian terbesar di indonesia.<br><br>karna yg akan dipindah adalah pusat pemerintahan..,Positif
2023-01-29T04:53:23Z,FalsManiac,Maksa banget.,Negatif
2023-01-29T04:51:10Z,kharisma,"Tadinya hutan belantara yg menakutkan disulap jd gini apalg nanti udah beres, mntap",Positif
2023-01-29T04:50:53Z,Pemilih,Jadi beban buat presiden berikut nya,Negatif
2023-01-29T04:37:35Z,Mr JK,"semoga lancar tanpa hambatan,,, doa terbaik untuk NKRI 🙏",Positif
2023-01-29T04:29:41Z,Youtube Bulanan3,Majulah indonesiakuu.tetap sehat orng&quot,Positif
2023-01-29T04:13:21Z,Ustadz Lewin 🙏,HUTAN HUTAN HABITAT HEWAN DIGUNDULIN KOK SAYA LIATNYA JUSTRU SEDIH 😌,Negatif
2023-01-29T04:07:10Z,Irman Tebet,Klo Presiden 2024 nya gak melanjutkan IKN gimana nih nasibnya ? Korban Meikarta juga diurus dong itu pak,Negatif
2023-01-29T03:58:40Z,Igede Nova indrawan,Kami masyarakat Bali sangat setuju pemindahan ibu kota,Positif
2023-01-29T03:56:18Z,Abi Syahruji,tunggu kehancuran kalimantan tak lama lagi bila itu sampai trjadi.jgn ada bangga ikn dilaksana kn dikalimantan saya kasih tau yg kecil x saja.kalimantan akan menjadi kn tuyukan sampah yg luar biasa nnti.dn ini sebagian kecil yg saya britaukan😪,Negatif
2023-01-29T03:48:48Z,gugjek thedog,Ingat Ya kalau IKN tidak berani dimulai sekarang IKN TIDAK AKAN.PERNAH TERWUJUD ....TIDAK PERNAH.<br>INGAT MRT.......kalau Bukan Jokowi yg berani Mengeksekusi....MRT gak pernah ada sampai Hari ini.....,Positif
2023-01-29T03:47:58Z,Ali Headbanger,Ga usah ngebut2 pak.,Negatif
2023-01-29T03:44:57Z,IndraJaya PerkasA,Boss ikn wajib bikin rmah ibadah tiap agama boss..jdi peesatuan smkin erat boss,Positif
2023-01-29T03:33:53Z,Asta la Vista,Smga duit pembangunannya nga di tilep masuk kantong pribadi untuk jadi modal anak2nya penguasa nyalon bupati lah atau gubernur lah di mana uang rakyat di pakai untuk bukan membangun negara tapi bangun dynasty kekuasaan 1 keluarga atau lebih😡👎,Positif
2023-01-29T03:33:46Z,Yanto TV,Jadi pengen pindah ke kalimanatan,Netral
2023-01-29T03:20:11Z,Uwais Al-Qarni,Hutang menumpuk demi kepentingan sndiri,Negatif
2023-01-29T03:45:35Z,gugjek thedog,Hi Uwais.....km.masih bisa beli Ayam Goreg + Nasi Putih pakai Es Teh Dgn uang 20.000 ngapain mikir.Utang,Netral
2023-01-29T03:11:51Z,Rumah Dijual,utang.,Negatif
2023-01-29T02:47:33Z,muhammad robby,"melihat tanggul di bibir pantai jakarta, dan ketinggian air laut yg sudah pasti merendam jakarta apabila tidak ada tanggul penghalang, makin optimis dan mendukung proyek ibu kota baru ini. semoga yg bekerja di sana di berikan kesehatan selalu, juga warga jakarta utara yg rumah nya dekat sekali dengan pantai dan rawan terkena air pasang juga terancam tenggelam, segera mendapat perhatian pemerintah untuk mendapatkan relokasi.",Positif
2023-01-29T02:29:07Z,syaiful ghufron,Semoga sukses tidak ada halangan apapun dan yg penting mendapat ridho dari Alloh swt amiin...,Positif
2023-01-29T02:07:35Z,Suherman Bachtiar,"Kelangsungan pembangunan IKN yang membuat Jokowi mati2 an mengoalkan Ganjar Pranowo jadi Presiden R.I, yg dipercaya akan meneruskan Pembangunan IKN, kalau bukan Ganjar,  dikhawatirkan proyek IKN  dihentikan.",Netral
2023-01-29T02:04:31Z,Purnama Sakti,Semoga lancar semuanya. Terimakasih pak jokowi sudah membangun kaltim,Positif
2023-01-29T02:01:36Z,Bunga Mawar,Ini adalah persiapan istana Presiden bapak Anes Baswedan,Negatif
2023-01-29T01:55:15Z,Fitra Wijaya,"Duit...duit...tempat mafia korup bakal bnyak d sini,sogok menyogok sudah teradisi",Negatif
2023-01-29T01:47:50Z,R.A Agus Soemadi,Smoga th 2024 cpt datang spy proyek yg gk benar ini berenti bersama berhentinya jokowi,Negatif
2023-01-29T01:43:38Z,Az Harraz,"Sodetan kali ciliwung 6 tahun mangkrak, gimana mau memimpin Republik Indonesia yg begitu luarbiasa luas dan kompleks. Yg ada malah pencitraan terus. Jawa timur jawa tengah anti anies 😎🤣🤣🤣",Negatif
2023-01-29T01:41:09Z,Rusdiyansyah Yan,"Mudah2an orang2 kecil seperti kami orang Kalimantan bisa hidup dekat berdampingan dgn istana terutama presiden diterima bertamu.bukan orang2 kaya dan orang2 dekat istana saja yg akan diterima.yg saya khawatirkan ikn dan istana dibangun hanya untuk orang2 barada,hanya utk orang2 kalangan presiden,pengusaha,partai2 dan lain2 sehingga kami orang2 rimba ttp diperlakukan seperti orang rimba tanpa pertolongan. Ya ALLAH BERIKANLAH KAMI PEMIMPIN2 YG HADIR BEKERJA BERTANGGUNG JAWAB DUNIA HGA AKHERAT SEMATA2 UNTUK RAKYAT BUKAN SEMATA2 UNTUK PARTAI ORANG KAYA  PENGUSAHA KALANGAN PRESIDEN MAUPUN MENTRI...AMIN YA ROBBAL ALAMIN",Positif
2023-01-29T01:35:12Z,Ruang Pintar Official,Keren sih ini akan ada peradaban modern baru terbarukan sebagai negara maju &amp,Positif
2023-01-29T01:31:41Z,Stat Fun,"mau nanya dong, hubunganny negara maju sama pindah ibu kota ap ya?",Netral
2023-01-29T01:26:38Z,Bpk Supriadi,Bagus itu pak Bahan baku penunjang kehidupan pokok manusia yg paling di utamakan seperti air bersih dan penunjang kesehatan lainnya. semoga aja apa semua yg di harapkan Pak Jokowidodo selaku Presiden RI. tercapai. teruslah membangun IKN Jayalah NKRI harga mati....aamiin aamiin yra.,Positif
2023-01-29T01:18:44Z,bp nugroho,&quot,Netral
2023-01-29T01:18:06Z,Ido Asberger,"Cuma satu permintaanku terkait IKN ini,plizzzz jangan repro desain trus ujung2nya pake desain kw yg uda downgrade kualitas,macam kasusnya terminal 3 bandara soetta",Positif
2023-01-29T00:48:30Z,Tri Hafnan,🇮🇩 Jaya 👍💪,Positif
2023-01-29T00:45:17Z,rakjat ketjil,Kirain mau dibikin gedung gak tau nya buat kuli wkwk,Negatif
2023-01-29T00:31:07Z,towik darwanto,Istana maharaja,Negatif
2023-01-29T00:28:04Z,Senta TV,Semoga ga mangkrak,Positif
2023-01-28T23:55:19Z,ipul kuproy,Semoga presiden selanjutnya bisa meneruskan proyek&quot,Positif
2023-01-28T23:44:21Z,Kennedy Fuad,Membangun dan menyiapkan Infra struktur Ibu Kota yang baru itu RELATIF mudah karena cuma masalah bangunan dan modal.<br>MEMBANGUN KOMUNITAS SOSIAL SEBUAH IBU KOTA NEGARA ADALAH PEKERJAAN YANG SANGAT PANJANG..<br>MEMBANGUN SOSIAL BUDAYA SEBUAH IBU KOTA.??,Positif
2023-01-28T23:29:32Z,Arip Suhara,"Bpk presiden jokowi ,memang hebat kerjanya nyata membuktikan untuk indonesia ,  semoga bpk presiden sehat sllalu ,ada lindungan alloh s w a,",Positif
2023-01-28T22:14:03Z,Roudy Strom,Hutannnnyaaa plisss😢😢😢😭😭,Negatif
2023-01-28T21:40:21Z,Pajrin 890,Semoga pembangunan IKN berjalan Lancar tanpa ada Hambatan Sedikit pun. aamiin.,Positif
2023-01-28T20:48:01Z,Herlina Lina,Mantep dah dapet proyek negara,Positif
2023-01-28T20:30:11Z,KERINCI CHANEL,Titik mula kehancuran hutan kalimantan,Negatif
2023-01-28T20:11:38Z,Giyat yatno,Semoga alam tidak marah,Negatif
2023-01-28T20:07:08Z,Xlaw Shaman,Semoga aja deh yaa..,Positif
2023-01-28T19:54:35Z,Abdul Muis,Negeri tukang bisinis perkaya diri sendiri,Negatif
2023-01-28T19:53:26Z,Abdul Muis,Hhhhhhhhhhhhhh,Netral
2023-01-28T18:45:01Z,Nacht Faust,"Semoga cepet selesai dan tanpa hambatan, buat pekerja juga semoga aman dan sehat terus, pengen ikut pindah ke IKN cuy soalnya wkwkwk",Positif
2023-01-28T18:02:06Z,adyms,New Era Indonesia,Positif
2023-01-28T17:33:09Z,Miswanto Aja,Mangkrak..mangkrak..mangkrak..,Negatif
2023-01-28T17:31:12Z,BENO KARAOKE CHANNEL,"Kenapa ibu kota pindah ke tempat yg jauh dari keramaian? Karena biar para pejabat pemerintah ayem di sana tidak di demo, biar ayem korupsi ga ada yg gangguin, soalnya klo di jakarta dikit2 didemo 🤣🤣🤣",Negatif
2023-01-28T17:28:02Z,budi ardjo,Sekedar usul ... bangunan² tempat tinggal sementara bagi para pekerja yg tampak monoton serba putih itu .. agar segera diberi warna/di-cat yg sesuai .. sehingga terlihat  indah .. lebih nyaman dan membuat betah para penghuni nya ... ☝️,Positif
2023-01-28T17:06:18Z,Revanoel Art,KEREN buat para Warga di area IKN kalian membuat sejarah baru dalam kemajuan Negeri ini. TETAP SEMANGAT kami warga Jawa turut bangga. Kalian Hebat mendapatkan kesempatan yang bersejarah ini,Positif
2023-01-28T21:42:38Z,kancut alvin,Warga kalimantan be like 🗿,Netral
2023-01-28T16:57:52Z,roda mas roda mas,Curiga,Negatif
2023-01-28T16:48:08Z,Afrianus Tabung,semogah tidak ada hambatan apa pun 🙏,Positif
2023-01-28T16:46:08Z,Yutub Premium,Yg mampu melanjutkan pembangunan IKN setelah jokowi lengser cuma prabowo,Netral
2023-01-28T16:32:53Z,Puji Yuliarso,Semoga gunakan sel surya untuk menutupi atap tiap bangunan....,Positif
2023-01-28T15:56:59Z,The blues,Pertanyaan saya cuma 1...emangnya masyarakat indo bisa tinggal di IKN ???...bukanya IKN di bangun untuk administrasi pemerintahan dan investor ??...jangan mimpi orang miskin bisa tinggal di sana....ini hanya ambisi proyek untuk akhir masa jabatan......dengn pemaksaan APBN....,Netral
2023-01-28T15:29:52Z,Linda Lestari,ibu kota impian indonesia,Positif
2023-01-28T15:28:44Z,Haji Ubay,Negara  bisa maju klo SDM nya  mumpuni.......sampe kpn pun tdk akn mju klo SDMnya  nyungsep.,Netral
2023-01-28T15:22:11Z,Ahmad S,"Banyak supplier China,<br>Itu proyek para oligark",Netral
2023-01-28T15:15:50Z,Andre Excellent,"Teringat 10 tahun lalu saya merantau ke daerah ini, jalan masih berbatu, listrik belum masuk... Tahun 2023 ini sudah mulai pembangunan IKN 👍",Netral
2023-01-28T15:14:28Z,Asep Hanip,"Wah enak ya pemerintah bangun rumah bagus bagus enak lagi hasil ngutang,tapi nanti bayar utang nya cekik rakyat naikin pajak terus dan tambah pajak lagi",Negatif
2023-01-28T15:03:58Z,Aliqa Sheza,"Bismillah, semoga pembangunan IKN berjalan dengan lancar, dan semoga berkelanjutan.. Aamiin",Positif
2023-01-28T14:58:37Z,Generasi Biru,Ga ada kabar apa2 kok sdh cpt progresnya,Negatif
2023-01-28T14:43:09Z,Bin As,"ini dananya dari mana?..., katanya ekonomi sedang krisis",Negatif
2023-01-28T14:31:34Z,MOCHAMAD REZKY SETIAWAN,JOKOPLAK ANAK PKI IJAZAH PALSU,Negatif
2023-01-28T14:30:33Z,Zad Did,Harusnya pembangunan istana ini harus ada rapat pendukung dan yg tidak setuju bukan sebagai presiden bangun sana sini utang sana sini,Negatif
2023-01-28T14:22:25Z,Iyan Riyanto,"Walau nanti pada akhirnya ibukota semakin jauh dari Sumatera, tapi saya tetap mendukung demi pemerataan pembangunan.",Positif
2023-01-28T14:22:13Z,Waras Ciberem,Ikn  nusantara di kasi monas lebi bagus ya,Positif
2023-01-28T14:19:38Z,Haris riyono,"semoga dipermudahkan pembangunanya ,kita dukung sbgai masarakat indonesia dan turut mengapresiasi ibu kota nusantara . indonesia harus merata dlm berbagai bidang.",Positif
2023-01-28T14:19:13Z,Waras Ciberem,Pak jokowi ibu kota di kasi monas lebi baik ya,Positif
2023-01-28T14:18:04Z,Minecraft 0000,"Ada kuil, gereja dan sejenisnya ndak pak?",Netral
2023-01-28T14:17:47Z,Waras Ciberem,Di kasi monan lebi asik ya,Netral
2023-01-28T14:16:32Z,Waras Ciberem,Ibu kata baru nggadibeken kan monas ya,Netral
2023-01-28T13:36:52Z,Sukatma,"Luar biasa, semoga IKN Nusantara sukses<br>Salam Indonesia Maju<br>Dari Karawang Jawa Barat",Positif
2023-01-28T13:36:23Z,Dian Mulyaningsih,Pak jokowi akan mempelopori memulai pemindahan dengan berkantor di IKN di bulan ini di ikuti para mentrinya..semoga sukses..,Positif
2023-01-28T13:29:59Z,Laynd A,Mantap,Positif
2023-01-28T13:26:51Z,FIrsyad Channel,"Jujur, sy bbrapa x pergi k Kuching dan senang sama tata kotanya d sana jalan luas, t4 parkir luas (g ada kang parkir) g ada kabel listrik yg semerawut.. Smg IKN nntinya lebih bgs dr Kuching, Serawak Malaysia.",Positif
2023-01-28T13:23:01Z,Lukman Hakim,"Semoga presiden berikutnya setelah bpk. Jokowi memiliki kapasitas dan kebulatan tekad untuk membangun negeri ini baik dari segi infrastukturnya, SDM, dan ekonomi. 2024 menjadi titik penentu apakah indonesia akan melanjutkan kegemilangannya sekarang, atau malah terperosok ke dalam jurang kehancuran. Itulah mengaka kita harus sadar saat memilih seorang pemimpin. Jangan lagi terkecoh oleh narasi, isu sara, dan propaganda yg membuat masyarakat terpecah belah. Indonesia itu negara kaya raya, salah memilih pemimpin akan membuat negara kita mundur dan tertinggal jauh dari negara lain.",Positif
2023-01-28T13:12:29Z,Agusti Ningsih,"Inilah karya tata putra-putri cerdik pandai,ya Tuhan kami trimalah karya kami untuk sejarA buat anak cucu kita,trimala karya anak bangsa.",Positif
2023-01-28T13:11:19Z,daroz96,Mudah2an kedepannya jgn melupakan reboisasi...penghijauan alam dg tanaman pohon2 yg lebat mudah2n jgn d lupakan,Positif
2023-01-28T12:55:09Z,RYAD,Kalian ngapain berdoa dicomment hahaha,Netral
2023-01-28T12:48:20Z,Datoe Tuwei Madintang,Alah orng pribumi tetap gak di kasih kursi juga,Negatif
2023-01-28T12:39:57Z,GRAHAM_BELL,Lanjutkan!!! Jgn mangkrak klo bisa..,Positif
2023-01-28T12:36:49Z,Gus Modet,"Koq tempat ibadah cuman masjid aja gemana dengan yang beragama lain apa ngak disiapin tempat ibadah.? Misalnya Pura, Gereja, wihara",Negatif
2023-01-28T12:31:10Z,Oem'AR,"Bagus,. Sekarang bayar hutang nya kpan?",Positif
2023-01-28T12:27:30Z,Sutikno Tikno,👍👍👍👍,Netral
2023-01-28T12:25:24Z,Asepu Kunr,Josss 👍👍👍👍👍,Positif
2023-01-28T12:22:54Z,Upi Rizki,Lah itu ada duit..ktnya anu,Negatif
2023-01-28T12:09:29Z,Baba Asqolani,proyek gila nih...,Negatif
2023-01-28T12:09:16Z,Agus Laswanto,Antisipasi bikin undang&quot,Positif
2023-01-28T12:06:28Z,abdullah Abdullah,Adrun a.... Tut 😛🤣🤣🤣,Netral
2023-01-28T12:05:26Z,critical netizen,"*pembukaan lahan hutan, penebangan pohon takbisa terhindari apapun bantahan pusat",Negatif
2023-01-28T12:05:02Z,"Sihar Petrus Simbolon, S.Th.",Mesjid disebut. Gereja kok ngak disebut pak? Apa pekerjanya semua muslim? Jawab pak.,Negatif
2023-01-28T12:03:09Z,Aan Komara Sapari,Majulah Indonesia,Positif
2023-01-28T11:58:40Z,Andros Jorney,"Semoga lancar, dan selamat semua, cinta kalimantan cinta indonesia",Positif
2023-01-28T11:56:05Z,Achmad Fauzi,"di tempat saya, jalan rusak dan minim penerangan berpuluh-puluh km..harus bertarung juga dengan truk2 kontainer... sampai detik ini lom di benerin.. ngapain bikin ikn,, ini jalanan rusak benerin dulu..",Negatif
2023-01-28T11:47:29Z,xwyzx,ikn dikalimantan semoga pembangunan dikalimantan merata.,Positif
2023-01-28T11:46:54Z,Bapak Triman,yg merada sehat pasti mendikung ikn.smoga yg madih sakit segera di sembuhksn oleh tuhan yg maha esa,Positif
2023-01-28T11:45:39Z,Bapak Triman,sempga srmua sehat dan s,Positif
2023-01-28T11:30:56Z,Hakim toys,YANG PALING PENTING HUTAN DI KALIMANTAN JANGAN DI BABAT HABIS PAK DAN TRANSPORTASI DI IKN HARUS RAMAH LINGKUNGAN,Positif
2023-01-28T11:22:52Z,dampak negative666,Semoga lancar sukses.... jangan ujungnya terbengkalai.....,Positif
2023-01-28T11:19:45Z,MyNuity,"Yang saya harapkan, nantinya ikn dapat menjadi patokan serta panutan kota2 lain sebagai kota yg memiliki banyak hal yg mendekati kesempuranaan dan keseimbangan di berbagai aspek.",Positif
2023-01-28T11:17:45Z,Gandhy Alfarabi,"Semoga pembangunan jalan dibuat lebar dan ruasnya ditambah,<br>Tidak seperti umumnya di Indonesia ruasnya cuma ada dua per jalur<br>Yg menimbulkan masalah kemacetan",Positif
2023-01-28T11:16:59Z,Daffa Celeron,semoga semua berjalan dengan lancar dan tidak ada otak² korupsi,Positif
2023-01-28T11:11:02Z,martaib channel,Bukannya buat byar hutang negara mlah menghambur hamburkan uang,Negatif
2023-01-28T11:10:19Z,Ir. Salamun MT,Selamat dan sukses buat pak Danis Sumadilaga semoga selalu dlm lindunga Alloh dlm menjalankan pembanghnn IKN serta tetapa amanah.....aamiin.,Positif
2023-01-28T11:06:39Z,YosanGum,Kalau mau demo ke istana berarti nanti kesini aja,Netral
2023-01-28T11:00:20Z,hajira muhajir,Smoga tdk seperti hambalang,Positif
2023-01-28T10:48:37Z,derryn tumorang,"Ga sabar lihat indahnya nanti kalo sudah jadi .. semoga semua berjalan lancar Aamiin ,semua rakyat yg berfikiran waras dan hati bersih selalu mendoakan kemajuan negara ini. 🇮🇩♥️🤍",Positif
2023-01-28T10:38:29Z,Wahyudi Karya,Selamat ibu kota baru.. <br>Tapi sayang modalnya seret.. <br>Apakah kita harus ngutang lagi,Negatif
2023-01-28T10:32:13Z,Doropayung Juwana,Aku gak kuat mas setop setop proyek mercusuar mas yang menyelesarakan rakyat dgn ditariknya subsidi premium diganti subsidi pertalite pemerintah terlalau ambisi pada pembagunan pembagunan proyek mercusuar dan tega meningkatkan pajak usaha ppn cukai rokok dll sungguh pemerintah baik hati kepada pemerintah itu sendiri,Negatif
2023-01-28T10:24:04Z,Rusdi Simanjuntak,Mantap setidaknya pengangguran berkurang,Positif
2023-01-28T10:23:15Z,mawar bodas😎,Fungsi ibu kota baru bakal sngat sesuai <br>Karana ibu kota skrg jkrta <br>Di kabarkan bakal tngelam <br>Air air sungi mulai naik tinggi,Positif
2023-01-28T10:12:04Z,Suroyo Suroyo,"Setuju , semoga CPT selesai  6 bulan kontruksi 6 bulan finishing  1 tahun pasti jadi  semua gedung kementerian asal di bangun bersama  negara harus kuat  tidak boleh ada istilah  persulit pembangunan",Positif
2023-01-28T10:05:34Z,MDSF_19,Kalo bisa IKN jangan ada lagi kabel² yg pake tiang. Kalo bisa kabel bawah tanah,Positif
2023-01-28T10:25:03Z,MDSF_19,"Memang kabel yg pake tiang gampang saat ada perbaikan dan lebih murah untuk biaya perawatan tapi resiko sangat tinggi dan kalo udh banyak kabel bakal semeraut, kalo kabel dalam tanah meskipun susah dalam perbaikan dan mahal biaya perawatan tapi resiko kecelakaan lebih rendah dan tidak akan semeraut, dan kalo kabel dalam tanah harus ada jalur khusus antara listrik dan internet",Positif
2023-01-28T09:34:26Z,jagadcell 31,"yang saya takutkan hanya 1 proyek mangkrak dengan bergantinya pemerintahan,. semoga saya salah",Positif
2023-01-28T09:27:21Z,Nirmala Prasetyo,bodo amat,Negatif
2023-01-28T09:15:28Z,Gilang Rea,Ikn paling tepat tuh di sulawesi karena di kalimantan ada negara tetangga jika ada konflik ikn pasti mudah di serbu pasukan dan rudal musuh,Negatif
2023-01-28T09:07:15Z,Mas Ifan,Kalimantan paru² dunia yg mulai di gunduli,Negatif
2023-01-28T09:06:49Z,Enda nda,Kalau Anis jadi presiden apakah bakal lanjut IKN ini atau bakal mangkrak 5 tahun ?? 🤭🤣🤣🤣,Netral
2023-01-28T08:52:39Z,JagokLuruk,Banyak tka china gak disana yah?,Netral
2023-01-28T08:48:33Z,O S,Semangat Indonesia ku<br>Semoga cepat selasai IKN yg bisa jdi kebanggaan bangsa NKRI. 😍😍,Positif
2023-02-01T02:55:14Z,O S,"@Luqman Hakim gw sebagai orang Indonesia harus banggalah Indonesia ada ibukota baru yg lebih bagus, lah emang lo siapa?? Emang lo org indonesia?",Positif
2023-02-01T00:02:47Z,Luqman Hakim,bangga nya dimana,Negatif
2023-01-28T08:47:29Z,Adi Prakosa,Dan jangan lupa bangun irigasi bawah tanah,Positif
2023-01-28T08:42:50Z,Heangky Edem,good job 👍,Positif
2023-01-28T08:35:34Z,george latun Mbk Dewi anda oke deh.,Kok ngga ada gedung gerejanya...????cuma mesjit doang ????,Negatif
2023-01-28T08:31:12Z,Donnie 09,puji Tuhan..<br>semoga pembangunan IKN berjalan lancar dan para pekerja diberi keselamatan dalam bekerja..Amen,Positif
2023-01-28T08:27:03Z,eko wahyusetiawan,Semoga lancar terkendali... mudah mudahan proses berjalan proyek sesuai dgn rencana...<br>@apa bisa dipercepat pak..,Positif
2023-01-28T08:26:39Z,Gimuncv GGF🔴,NEGARA  KABEL LISTRIK TIDAK KELIHATAN TAPI lampu NYALA DI MANA MANA .,Netral
2023-01-28T08:25:35Z,Gimuncv GGF🔴,"TETAPI KALAU KABEL NYA PLN /LISTRIK  MASIH  SEMRAWUT TIDAK PROGRAM DI BAWAH TANAH , KETINGGALAN DEH .",Netral
2023-01-28T08:18:23Z,Djamang Szrowot,Di lihat dari jauh kayak penangkaran 🐷,Negatif
2023-01-28T08:10:55Z,Firda Hayati,ASSALAMUALAIKUMWRWBRKTH SAYA KAGUM DENGAN LOKASINYA  BAGUS .TRMKASIH,Positif
2023-01-28T08:08:08Z,Hendry wahyudi,"Sebelumx saya minta maaf sebesar2x (kyk Timur,barat,<br>utara,selatan dikasih markas TNI buat pertahanan Negara klau nnti kedepanx diserang negara lain bisa diatasi)",Netral
2023-01-28T08:07:02Z,As'ad Core,Semoga kami terkafer di pemerintahan setelah selesai di bangun,Positif
2023-01-28T08:06:44Z,Thomas Saeful,"Kemungkinan bakal mangkrak,.",Negatif
2023-01-28T08:02:39Z,Harris Sumali,Usul semua atap full solar cell n turbin angin n generator lustrik jd seftpower n no polutions n EV n no traficlight  tpi jembatan semanggi,Positif
2023-01-28T07:49:05Z,Celvin Dimas Nugraha,Keren coy tolnya,Positif
2023-01-28T07:46:59Z,Aris Wahyu,Semakin mantap 👍🏻👍🏻,Positif
2023-01-28T07:33:09Z,Noviana Titin Harjanti,"Nanti ada masjid , nah tempat ibadah agama lain  dibangun ga?",Netral
2023-01-28T07:33:03Z,Crist Wibisono,Ooh... Pake Teknik Modul dan Precast.. <br>Harusny sih efektif efisien klo model ginian..,Positif
2023-01-28T07:16:35Z,EKA VODKHA🔥,TANYA BOSSMEN SONTOLOYO AJA.,Netral
2023-01-28T07:02:45Z,Okky Miraza TV,Semoga pembangunannya segera beres agar Jakarta traffic nya berkurang drastis.. saya sbg warga Betawi senang ibukota pindah ke Penajam. 😀👍,Positif
2023-01-28T07:00:54Z,Sang Petualang,Semoga diberi kelancaran 🤲😇,Positif
2023-01-28T07:00:33Z,Byu Done,Ayo cepetan pindah biar di Jakarta ga kebanyakan demo.. bikin macet..,Positif
2023-01-28T06:54:56Z,PINEM MOBILE PUBG,🤣🤣,Netral
2023-01-28T06:53:48Z,Oktohasen Mangontan,"Bangun Mesjid ada, kalo Gereja ga boleh ya kan ini di Kalimantan bukan Jawa.",Negatif
2023-01-28T06:53:29Z,Ulita ASALA,Liat di video... Bangunannya knp koq. Keliatan tipis&quot,Negatif
2023-01-28T06:51:17Z,Yellowstone_bunny,Mudah2an ga mangkrak y,Positif
2023-01-28T06:26:53Z,Hidayah Magelang,Proyek ambisius tidak megedepankan kesejahteraan rakyak,Negatif
2023-01-28T06:26:10Z,utezen1,aku ingin pindah ke meikarta,Netral
