Text,Label
dinanta bang makanya agk malas komentar sosmed mau dukung mau kritik tetap serang,Netral
alfarisi luhut,Netral
projek china semua bahan china kerja china ujung nya jebak hutang langit terus kalimantan jajah china asing hati hati depan,Negatif
rusak alam awas kalau jadi hambalang meikarta,Negatif
harus kantor perintah lengkap gereja bangun mesjid,Positif
mantap kembang hutang sangat pesat sungguh bodoh hhhh,Positif
moga presiden orang kalimantan,Netral
hancur hutan kalimantan,Negatif
bahagia saudara warga kalimantan asal jangan buru kejar waktu pelan ukur guna tenaga ahli baik anak bangsa biar serap tenaga kerja,Positif
hambat utama bangun ikn pematang lahan liat video udara sangat sulit butuh waktu lama buat satu bidang datar luas lebih hektar apa atas tantang berat situ ideal pematang lahan dulu luas ideal kemudian baru bangun memang butuh proses moga lancar hambat,Netral
kata faisal basri kondisi sulit ikn paksa lalu siapa,Negatif
yakin siapa presiden nya lanjut proyek mungkin lanjut banyak uang masuk proyek,Positif
sabar lihat indah kalau jadi moga semua jalan lancar aamiin semua rakyat berfikiran waras hati bersih selalu doa maju negara,Positif
kalau buat jalan jangan lajur doang lawak sama bohong kalau ujung macet dubai lajur kanan lajur kiri,Negatif
kirakira presiden lanjut mau ngelanjutin iya khawatir sangat kalau diterusin bagaimana semua bangun,Netral
moga bangun ikn nusantara jalan lancar sukses aamiin yra,Positif
beban biaya bangun limpah rakyat miskin harus beban maling uang rakyat jabat maling situ ken bangun kok ngajak patungan,Negatif
kalimat nusantara,Negatif
bravo ikn nusantara bravo nkri,Positif
kerja orang asing,Negatif
ikn paksa hasil sengsara rakyat rezim jelas arah,Negatif
mudah perintah buat jalan lebaran terus larang masyarakat kalau bangun ruma jangn terlalu dekat jalan jadi depan kota jadi rapi bersih tuju indonesia maju jaya,Positif
lah iya nyolong konten pupr,Netral
hutang negara pdb,Netral
kalau mau,Netral
keren coy tol,Positif
ri tuju negara super power dunia lebih baik,Positif
jokowi anugerah illahi sang selamat nkri,Netral
proyek mangkrak pupuk tani tambak cabut namay jajah pasal ayat,Negatif
moga manfaat koruptor koruptor proyek hukum mati,Positif
sangat tuju kalau nyaman kerja utama,Positif
mantap jalan proyek bagus,Positif
mata lihat bayang hutang hutang hutang mau mau anak cucu tanggung apa mas banyak pulau kaya alam buat bayar ha ha,Negatif
putus sangat tepat pindah ibu kota jakarta tenggelam,Positif
moga lancar sama allah swt proses bangun ikn aamiin,Positif
maju indonesia makmur rakyat nya moga kerja pbangunan ikn beri mudah lancar selamat selalu lindung allah swt nya ikn semua adab didik budaya lebih moncer taraf internasional,Positif
moga,Netral
keren buat warga area ikn kalian buat sejarah baru maju negeri tetap semangat warga jawa turut bangga kalian hebat dapat sempat sejarah,Positif
moga lancar indonesia lebih baik,Positif
moga bapak joko widodo widodo lanjut jadi presiden akhir hayat aamiin,Netral
ribu kerja lokal serap lurah lewat rt selalu infoo lowong kerja harap jangan salah pilih capres ikn lanjut jangan salah pilih buai capres obral janji kata ayo cerdas pilih capres jalan bapak jokowi,Netral
bismillah moga punya rumah bisnis ikn,Netral
pernah kerja situ,Netral
entah sedih bahagia lihat ada kalimantan sekarang tahun khidupan kalimantan banyak lihat ubah dulu duduk pagi hari dpinggir hutan nikmat segar udara tenang nyanyi hewan sekarang bhkan dpikirkan terus timbul kkhawatiran apa anak cucu nikmat semua sdangkan alam makin gerogot serakah manusia everything has changed so fast the nature will not be the same like the,Netral
jaya indonesia ku ter cinta,Positif
moga moga jadi hambalang beda kepala negara beda gaya cara kerja andai anies baswedan menang apa iya lanjut mungkin lanjut tau bagaimana nanti,Positif
mantap maknyuuuusss is thebeess,Positif
huni kerja konstruksi yakin kumuh nanti kalau orang,Negatif
duga ikn mangkrak bangun nya moga duga benar,Negatif
banyak tka china sana iya,Netral
paru paru dunia mulai kikis,Negatif
aliemang maju hidup kok pesimis,Negatif
asal jangan recokin kaum oknum imigran yaman kroni nya insyaa allah lancar,Positif
ikn bikin rakyat sengsara,Negatif
moga jauh pihak rugi koruptor mafia bagai moga lancar jadi indonesia lebih maju cerdas inovatif adab berkah,Positif
maju indonesia tuju imbang masyarakat sejahtera salam priode bapak jokowi jadi indonesia maju,Positif
mau bangun ikn jalan jalan kalimantan hancur pernah baik penting mana ikn jalan jalan dalam kalimantan,Negatif
negara maju kalau sdm nya mumpuni kapan maju kalau sdmnya nyungsep,Netral
moga hambat sesuai rencana,Positif
aamiin moga lancar bangun ikn aamiin,Positif
mirip proyek mobil nasional esemka berita terlalu gebu gebu jadi alat politik entah jadi kota hidup kota mati,Negatif
langsung bangun ikn buat jokowi mati an mengoalkan ganjar pranowo jadi presiden percaya terus bangun ikn kalau bukan ganjar khawatir proyek ikn henti,Netral
kerja paksa,Negatif
kalau presiden bukan pdi batalin rencana ibu kota baru uang buat bangun ibu kota baru,Negatif
hutang hutang,Negatif
anda ikn bangun parlemen budapest hongaria gaya bangun tengah abad mirip castil eropa jos,Positif
hedeh proyek nikmat siapa sih maksa sangat iya kerja luar kasihan warga lokal jadi tonton tambah macet balikpapan,Negatif
terima kasih bapak anies baswedan baswedan lanjut jadi presiden ri tahun iya sebarkaan,Netral
jangan mangkrak biaya bengkak apa uang hutang hutang bunga tinggi,Positif
moga lancar apa ingin aamiin,Positif
bangun asing asing,Negatif
style jembatan nya punya bapak bj habibie batam riau iya,Netral
penting koruptor,Positif
bangun benteng koruptor hindar rakyat,Negatif
moga lancar selamat semua cinta kalimantan cinta indonesia,Positif
moga lancar kalau selesai moga perintah masyarakat bekerjaa sama jaga lingkungn hilang budaya buang sampah sembarang,Positif
moga,Netral
nama bangun sendiri buat gambar bangun sendiri noh,Netral
ikn com suriyo banyuwangi jawa timur indonesia menteri airsuriyo bapak ri com,Netral
jangan nambah hoax ah,Negatif
pr buat presiden ikut ri,Netral
moga jadi project mubazir,Positif
dhita know tahap semua ikut masuk tumbuh ekonomi dekat perintah isu jakarta tengelam,Netral
doa semua kerja selalu lindung allah subhana wa taala beri sehat selamat kerja lingkung hidup jaga aamiin,Positif
apbn,Netral
ide sangat brilian,Positif
siapa mau pindah hutan,Netral
makmur dulu rakyat bapak baru fasilitas negara biar sama nikmat,Negatif
bau bau aroma hambalang nya,Negatif
atas banjir jangan lupa banyak selokan air atas banjir kalah hujan,Positif
asyik akhir ikn pindah,Positif
alhamdulillah moga wujud tuju kendala apa moga sukses cepat selesai indonesia maju,Positif
adrun tut,Netral
kasihan indonesia pindah iya sebentar jakarta nya tenggelam,Negatif
istana negara tower mesjid mana wihara gereja pura lain kalah indonesia islam agama datang luar negeri makanya hk sedia in,Negatif
ikut bangga,Positif
bismillah saling bahu bahu dukung doa,Positif
jangan terlalu bangga kalau hasil hutang,Negatif
ingat tahun lalu rantau daerah jalan batu listrik masuk tahun mulai bangun ikn,Netral
bukan hutan alami pakai bangun ikn lahan hutan produksi tiap beberapa tahun sekali pohon memang rutin tebang justru bangun ikn perintah sedang ngebangun ekosistem hutan baru tinggalin banyak ekosistem satwa cari jelas detail channel lengkap,Positif
bongkar alam,Negatif
waktu tinggal tahun,Netral
moga bangun ikn jalan lancar hambat sedikit aamiin,Positif
kok mimpi suatu tempat gedung lalu ujung barat tiba tanah amblas pelan jalar hingga tempat ku maksud atas akhir semua kubur perut bumi tau tempat pasti tempat baru bangun,Netral
punya wenang perhati gaji kerja layak apa masalah hak hidup masyarakat layak kontraktor man power kontrol,Positif
kayak rawan banjir deh sekitar area kalau lihat atas,Negatif
moga jadi mangkrak kota mati kaya pindah kota vietnam,Positif
masjid dong pakai keras suara ruang biar bikin bising,Negatif
moga bangun ikn beban uang negara bebas korupsi,Positif
jadi mirip usa nanti new york kota bisnis jakarta washington dc ibukota negara kaltim,Positif
kalau lihat desain master plan ikn integrasi semua aspek,Positif
iya bangun besar bagi bakar ringan terus sekarang gaji sama sekali,Negatif
ikn jalan raya nya kok kecil bang,Negatif
jadi rusak alam kasihan ekosistem situ,Negatif
kasihan sangat kadrun tambah auto kejang ayan lihat otak buat ikn otak batas tata kata buat sumur resap sedot truk molen ayo semangat bangun moga sehat lancar kerja,Positif
minat kerja ikn tau cara nya masuk kesana,Netral
wakanda konoha sangat dukung persen proyek,Positif
tadi pikir indonesia harus hemat anggar situasi dunia makin kondusif tekan kembang ekonomi bahkan ancam resesi sangat mungkin benar benar jadi perang rusia ukraina makin gila,Negatif
warung rakyat kurang ekonomi rakyat kurang ekonomi jadi apa apa orang besar kalau semua toko besar mungkin kalah mol mol,Negatif
bangun serap banyak tenaga kerja dukung putar ekonomi masyarakat,Positif
mohon ijin mau kerja buka toko kantin nya ikn bapak mohon daftar iya bapak,Netral
ngeri bangun ikn takut jadi pakai jabat jadi presiden bapak jokowi biasa ganti presiden ganti idea maunnerusin hasil jeripyah bangun presiden nya,Negatif
gila uang buat proyek besar padahal indonesia apbnya lebih tiap taun arti tiap taun bikin ibukota bahkan,Negatif
firdaus sikat penjara,Netral
atap nya kalau kasih warna warni mungkin lebih tarik bagus,Positif
bangun ikn pakai uang rakyat sangat etis,Negatif
hasil tipu rakyat bagai cara,Negatif
alah sok peduli lingkung hidup pakai semua barang industri rusak lingkung istilah islam munafik,Netral
jokowi bagus fokus bangun dampak jangka panjang fasilitas bangun era jokowi mahal nilai manfaat mungkin ibarat perintah ibarat orang hutang buat beli mobil buat penting perintah laku hutang bangun infrastruktur buat jangka panjang ibarat hidup seharihari perintah orang beli properti tanah buat bangun ruko apartemen lain ibarat iya buat butuh jangka panjang lokasi pilih perintah kalimantan sangat strategis hubung negara tetangga bagus buat dagang lintas negara buat waktu datang negara asean fokus bangun ekonomi rasa pindah ibukota kalimantan tepat ibarat perintah sedang investasi lokasi strategis,Positif
memang jokowi bangun apa gunting pita haaa anak sd,Negatif
bismillah moga bangun ikn selalu lancar sukses semua kerja selalu sehat selamat selalu mudah kan segala tugas,Positif
so kaya,Negatif
ikn asing kalau mending jakarta sih baik the jakarta,Negatif
keren moga sehat semua lancar,Positif
yohanes rasyd baswedan jadi presiden gagal impi kalimantan jadi ikn,Negatif
jalan kampung ku banyak sekali rusak,Negatif
ikn harap indonesia milik kota bangun rencana standard internasional,Positif
kasih link video kadrun,Netral
biaya bangun ikn kini capai rp triliun kali alami naik biaya usul lihat jelas kerja bangun proyek sebut sangat lamban sebab biaya makin bengkak makin buruk situasi ekonomi global,Negatif
penuh doa baik kerja anak cucu bangga bagi besar rakyat bangga ukir sejarah sedang juang bangun ibu kota baru negara indonesia,Positif
moga pohon sekitar rusak,Positif
moga cepat jadi kereta cepat moga cepat rusak jangan tol cepat rusak baru beberapa tahun bapak tol kota lampung,Positif
bangun adab baru bangsa indonesia,Positif
takut satu presiden tahun takut mau lanjut proyek,Negatif
moga kalimantan kalah pulau jawa sumatra ada ikn mangkat ekonomi sdmnya,Positif
bismillahirrohmanirrohiimm moga cita,Positif
optimis alhamdulillah setapak selang bangun ikn mulai wujud tampak penuh rencana bangun masa depan penuh harap lebih maju indonesia lanjut penuh semangat optimis wujud ibukota negara nusantara segala lengkap moga allah swt selalu beri taufiq hidayah anak bangsa umat mu sedang bangun nkri aamiin aamiin aamiin yarobbal alamin selamat tugas moga sukses sehat selalu buat tenaga kerja salam semangat,Positif
kira mangkrak iya,Netral
tetap jaga hutan tinggal kalimantan punya hutan luas,Positif
lah baru nyadar proyek ikn ladang korupsi ikn jadi alas buat nyerobot lahan adat dayak buka lahan sawit modus ikn ujung nya meikarta lahan korupsi,Negatif
kok seh ekonomi kocar kacirtapi ngotot buat proyek ambisius memang urgensi na seh banding,Negatif
bangun kok knockdown bedeng asal jadi mah,Negatif
rusak hutan kalimantan proyek terlalu urgen,Negatif
next monumen mangkrak simbol buah gagal bahasa bagus sekarang ganti presiden,Negatif
moga suksesor bapak jokowi konsisten awal proses ikn selesai,Positif
usul nama nusantara bagus bangun semua tempat ibadah agama nusantara,Positif
jangan ganggu antek orde baru kadrun laknat kaki tangan asing kuasa sumber daya alam nkri,Negatif
doa moga laksana semua libat bangun ibu kota ikn beri sehat kuat moga sukses aamiin bangga jadi rakyat indonesia,Positif
satu iya kalau menang rekomendasi bapak jokowi kalau menang kubu tolak belakang sama bapak jokowi otakatik atur ikn malah tibatiba muncul berita lidi korupsi ikn wkwk,Negatif
tanya daerah sama pusat audit kalau kerja arti dana nya umpetin,Negatif
indonesia maju terus tuju modern,Positif
meikarta mangkrak apa kabar ikn kalimantan,Negatif
joko widodo pensiun jadi presiden baru ikn baru baru selesai bangun,Negatif
anak cucu pindah bre besok kakek kakek bau tanah iya tinggal,Netral
ikn jonggol usah jauhjauh ikn bangun hutang bikin bangkrut bangsa negara,Negatif
ibu kata baru nggadibeken kan monas iya,Netral
moga cuan investor nya nyari banyak mundur tinggal investor gelap hihihi gas pajak dulu cuan luhut cair hihihi,Negatif
awas mangkrak duit habis jadi mega proyek btw lihat ending nya apa syukur kalau selesai cepat guna kalau hilang uang rakyat,Negatif
memang berat ikn jalan masa depan indonesia lebih baik maju ibukota jakarta layak terlalu padat,Positif
ikn luar biasa kualitas luar biasa nkri ikn harga mati,Positif
rakus,Negatif
moga srmua sehat,Positif
lebih hebat semua kerja libat orang indonesia asli utama duduk lokal suatu putus sama lanjut jangan lupa kerja asli indonesia,Positif
moga hutang negara tambah besar,Positif
moga kerja sini,Netral
mudah an bukan hambalang versi,Positif
kok masjid bangun,Negatif
semangat raya moga ikn jadi kawasan pusat perintah solid,Positif
meikarta jilid ii,Negatif
kalimantan memang tepat jadi ikn lama bencana pernah jadi sana bakar lahan banjir itu beberapa titik jalur patah bumi sebab gempa lewat bangun awal laku atur bangun imbang alam orang bodoh tolak perata bangun tolak ikn,Positif
iya gajih kuli kecil sangat sini padahal harga makan mahal sangat sini,Negatif
iya allah selamat indonesia wujud ikn,Positif
al rasyid sakit kanker mulai satu sel kecil kemudian luas jalar kebun sawit tambang ikn,Negatif
mending anggar bangun tahan negara khusus maritim ancam negara luar,Negatif
orang bangun lihat standart tempat tinggal kerja bangun jauh atas standart malaysia kumuh,Netral
mayoritas calon kerja prediksi muslim bro muslim ibadah hari nanti guna ruang jadi tempat ibadat fungsional otw kota tiap minggu,Netral
kabel listrik tanam bawah tanah iya soal jadi standar kerapihan suatu kota,Positif
sip jokowi kerja betul kerja benar nusantara bagus indonesia raya,Positif
bagus jakarta sebentar macet,Positif
buat kawasan tunjang iya iknnya modelny kota satelitsub urban contohny dki kota satelitny depok bekas tangerang,Netral
halah pikirin ikn mikiri buat makan susah,Negatif
mudah ikn lebih rapi kota nya beranta jadi pusat wisata kota dunia saran mudah ambil poin bagus nya,Positif
beri rokok gelas kopi ku bangun istana buat kalian pepatah kuli jawa,Netral
keren pindah ikn,Positif
buangbuang duit duit hutang hadeuh,Negatif
moga kalimantan makin maju,Positif
moga manfaat masa depan indonesia,Positif
jelas pinjam kelompom lho serakah gila jabat anak cucu cicit semua mau jadi jabat rakus moga kalian nyungsep semua,Negatif
mega proyek mudah bareng,Positif
semua jajar usaha kontraktor jabat lai gendut mungkin banyak bangun moga manfaat nusa bangsa,Negatif
bangsa negara indonesia tinggal landas tuju pintu gerbang maju,Positif
pakai teknik modul precast harus sih efektif efisien kalau model ginian,Netral
beban apbn bukan subsidi beban wkwk,Negatif
viva tonton suruh jadi baca,Netral
kalau anies baswedan jadi presiden jangan harap rencana jokowi laksana pandai rangkai kata ujung nya mangkrak anggar tetap keluar,Negatif
negeri baru cina,Negatif
moga mangkrak buat cino,Negatif
negeri hutang,Negatif
orangorang gila hambur uang mayoritas asal pajak rakyat,Negatif
mau nanya dong hubunganny negara maju sama pindah ibu kota apa iya,Netral
sory bos ikut sini bangun messnya gaji telat,Negatif
selamat moga proyek ikn cepat selesai buat hadiah presiden bapak jokowi putra putri pulau kalimantan lebih maju lebih hebat bravo bapak jokowi presiden ku,Positif
salam warga paku kerja ikn sini semangat terus buat perintah indonesia maju harap segera laku leta batu pertama istana presiden warga paku sabar,Positif
koar tolak rencana perintah mana suara kok kicep awokawok mampu lawan perintah wkwk baru sadar mau ngelawan tangan tuhan haaa wkwk lawak nasip apa tangan tuhan mimpi jadi orang kaya banyak sampean mimpi mau ngatur perintah iya balik lah wkwk,Netral
kalau ahox maju dukung iya,Netral
jembatan akses antar pulau usaha jangan satu antisipasi roboh ambruk struktur usia perang semua antisipasi,Positif
hutan kalimantan,Negatif
moga ikn mangkrak aamiin,Negatif
cair cair lewat proyek,Negatif
luar biasa,Positif
moga tanah lahir dijogja dengar bapak presiden titik terang bab bayar tol bawah harga normal,Netral
rekomendasi kabel listrik pakai kabel tanam,Positif
bangun ikn magkrak bukti kata rocky garong jadi nyata moga cepat selesai ikn jadi otak garong jadi cebong,Negatif
ikut senang ikn meski jujur lebih suka tetap hijau belum ingat makin panas bumi milik hutan jauh lebih baik,Positif
terus kalau ganti presiden sebentar siapa lanjutin kalau presiden baru mau,Netral
iya lah indonesia,Netral
terimakasih bapak bapak sedang juang bangun ikn doa enang sekali lihat progres proyek ikn maju terus moga semua sehat sukacita bangun adab duh rasa ikut pindah najam paser utara hehehehehe,Positif
semua ikut bangun jadi pns sukses,Positif
gambar rumah rumah bukan permanen sebentar puting beliung roboh,Negatif
hancur untung habis hutan serakah kalian lihat suatu azab tuhan tumbuh binatang kau binasa alam balas,Negatif
insyaa allah bapak anies baswedan baswedan presiden ri,Netral
tau ibu kota pindah jajah orang orang serakah bahkan orang orang pribumi ancan datang makin ramai datang makin lupa diri datang berontak tanah pribumi,Negatif
kok punya ska sakit pintar kontruksi dijawa barat anggur iya indonesia ikn jalan,Netral
satu betul mas moga tambah aamiin,Positif
fatih iya kan mungkin semua rakyat ter akomodasi logika dipake rb lapang kerja baru cukup banyak kerja ikn chain supply nya nikmat hasil,Negatif
lah duit kata,Negatif
moga ikn nusantara jalan lancar aral arti meski pihak belah tolak ikn,Positif
paruparu dunia,Negatif
bodo,Negatif
teriak hutang hutang mana kalau bayar pajak mahal sangat bayar pajak,Negatif
kok punya intuisi rasa rasa proyek ikn gagal meski bangun guna baik mungkin istana pakai itu pakai sekali sekali presiden datang,Negatif
hi uwais beli ayam goreng nasi putih pakai es teh uang ngapain mikir hutang,Netral
perdanafinland swiss maju bukan infrastruktur sdm orang tinggi tinggi,Netral
moga cepat selesai hambat buat kerja moga aman sehat terus ken ikut pindah ikn cuy soal wkwk,Positif
lah sifat fir,Negatif
jangan salah pilih terus bapak jokowi lanjut nkri lebih maju kemarin nafsu nyapres mau tinggal ikn kampanye,Netral
moga sana jabat korupsi mudah suap usaha besar penting bangun luar rencana tata kota jadi rahasia umum indonesia kalau uang urus lancar cukup jakarta semrawut banyak bangun liar ikn banggan benar tegas atur alam indah asri korban ibu kota negara lebih baik,Positif
mudah an sejahtera rakyat rata ikn dpnnya sia,Positif
iya moga amanah dana dselewengkan,Positif
siapa bilang justru jalan umum hampir selesai kok bahkan hari update youtuber ikn,Positif
presiden gila bisa buang uang nyari uang nyusahin rakyat doang,Negatif
pakai semua sumberdaya buat bangun ikn pakdhe gelontor apbn cari pinjam china timur tengah usah malumalu buat narik investor kasih karpet merah bebas pajak kalau perlu jadi ikn tax haven pokok prioritas utama lengser ikn jadi ikn nusantara legacy pakdhe terus ingat masyarakat,Negatif
keren luar biasa,Positif
eh hem pret,Netral
masuk skeptis proyek pindahin ibukota hitung tahun but orang adab nya contoh usah jauhjauh tetangga gagal,Negatif
tolol orang sebab satu timur tengah sering perang saudara nya,Netral
betul rakyat lunas,Negatif
moga bangun jalan lancar korupsi proyek,Positif
rumah bedeng juta per unit rumah menteri biaya bangun gedung tok iya tutup mata saja,Negatif
mana nih haters hallo,Netral
alhamdulillah budaya baru cara bangun ala profesional indonesia tuju negara maju kerja,Positif
moga jalan lancar aamiin,Positif
sadar betapa derita binatang sekitar stu semua hutannnya babat habis mungkin cucu,Negatif
bangga moga persiden depan ikut jejak bapak jokowi indonesia maju,Positif
gan memang salah satu bikin maju negara pindah penting tingkatin sdm nya,Negatif
selamat buat kerja sana suatu indah kalian cerita anak cucu kalian kalian pahlawan awal diri ibukota nusantara jadi bagi buat,Positif
ibu kota buat ibu kota memang niat buat warga pribumi buat tempat asing,Negatif
mantap indonesia makin maju,Positif
tanya nya sudah total biaya bangun buat estimasi tepat berapa persen gelembung biaya rampung dana guna apbn cadang devisa memang pada bangun tingkat urgensi nya anggap capai tingkat darurat tahun depan mungkin anda laksana konsorsium pakai semua usaha negeri malah cina laku mega proyek sebut bagi investasi indonesia lihat nya perintah jokowi lebih condong beri peluang peluang negara cina investasi lebih besar lebih besar soal nya amerika tingkat ekonomi jauh lebih baik puluh kali lipat mampu keluar lilit hutang cina cina memang negara tingkat ekonomi bilang nomer satu dunia negara level indonesia mampu kembali hutang tepat waktu nah sini soal nya rakyat banyak curiga jangan jangan tekan tekan tentu sesuai sepakat jamin hawatir kalimantan sendiri jadi anggun tahun depan mungkin ingat ras cina kalimantan kontrol ter teks sama hal jawa kampung kampung cina tebar mana kalimantan rakyat indonesia rakyat terus pantau gera tumbuh ras cina indonesia baik ekonomi politik nya jajah sistem kolonial memang adalagi dunia ekonomi buah negara kuasa negara negeri ekonomi dominasi turun cina politik kiprah institusi perintah daerah strategis ibukota asai begitu kota kota besar nya waspada kelak jadi budak cina belaka buru indonesia wilayah strategis rangka hadap australia samping kaya alam indonesia sendiri,Negatif
bagaimana nasib flora fauna,Negatif
mirip bangun china,Negatif
buka lahan hutan tebang pohon takbisa hindar apa bantah pusat,Negatif
moga depan hutanya tetap jaga kalau fix lanjut biasa hutan gusur penting,Positif
kalimantan pulau negara mantap,Netral
mantap jiwa moga kerja jalan lancar bapak bos,Positif
gereja nya mana bos aneh kalimantan gereja,Negatif
moga lancar aamiin,Positif
paru nya pindah jawa tanah subur gemah ripah lho jawi,Negatif
feeling enak suatu ajaib kalau proyek selesai,Negatif
bismillah moga bangun ikn jalan lancar moga lanjut aamiin,Positif
jokowi mbok mikir rakyat anggur malah mikir ikn tka banyak jokowi apa buta ijazah palsu dasar,Negatif
bangun mesjid kalau gereja iya kan kalimantan bukan jawa,Negatif
ibu kota pindah tempat jauh ramai biar jabat perintah ayem sana demo biar ayem korupsi gangguin soal kalau jakarta sedikit demo,Negatif
masjid gedung gereja vihara pura klenteng lain,Negatif
sukses ikn,Positif
sejarah bangsa indonesia moga bangun tiada hambat,Positif
siapa pilih milu potong pita merah moga nusantara makmur hidup nusantara,Positif
moga jadi mangkrak buat sarang demit,Negatif
punya duit buat makan kerja dong sarana prasarana disiapin negara kok malas,Netral
lambat iya,Negatif
moga semua hutang bayar anak cucu rakyat indonesia turun keren kan,Positif
iya mudah an kemudi hari gantiin bapak basuki jadi menteri pupr lihat gelar sarjana mentereng beliau tentu kompetensi bidang bangun kerja umum sangat mumpuni imbang komunikasi baik bapak layak jadi the next bapak basuki sehat terus bapak moga apa harap jadi harap bapak hendak tuhan,Positif
moga hutan habis jadi korban bangun,Positif
sejarah hancur indonesia,Negatif
justru kembali dulu tanam industri ganti tanam asli kalimantan,Positif
terimakasih update progres ikn lanjut terus bikin biar masyarakat indonesia sabang marauke jadi tau,Positif
kadrun kejettttt kejetttt kejetttt drunnnnn drunnnn sakit hati kok terus,Negatif
kalau benar ikn jadi mudah presiden suku paser,Netral
memang kalau perang kalimantan bro,Netral
wkwk kalau beri,Netral
mau ikn iya numpang kerja sana salam bengkal riau,Netral
proyek ambisius,Positif
harap ada ikn pulau kali mantan khusus indonesia timur umum lebih ramai maju makmur kejar keter tinggalanya pulau jawa sumatra makmur rata sabang merauke miangas pulau rote kalau tuju bangumya ikn kalimantan biarkam usah pikir bamyak suka,Positif
ikn nusantara kasih monas lebih bagus iya,Positif
jelas dennis ckup informatif durasi batas good job bapak,Netral
nama ngomong paling gampang terus mana bukti kan lap rop doang,Negatif
pdip cs anak buah bapak presiden jokowi pintar kerja,Netral
mudah an orang kecil orang kalimantan hidup dekat damping istana utama presiden terima tamu bukan orang kaya orang dekat istana terima khawatir ikn istana bangun orang barada orang kalang presiden usaha partai orang rimba tetap laku orang rimba tolong iya allah beri pimpin hadir kerja tanggung jawab dunia hga akherat semata rakyat bukan semata partai orang kaya usaha kalang presiden maupun menteri aamiin iya robbal alamin,Positif
proyek oligarki rakyat derita malah bangun jerit rakyat akibat pajak,Negatif
hm,Netral
apa kau phobia jawa sumatra malah ras batak sering kata kafir bahkan batak sering hina jawa sumatra besunat,Negatif
bapak jokowi aamiin percaya nusa bangsa,Positif
pindah meikarta,Netral
moga mobil dinas jabat tni polri ikn guna mobil produk esemka contoh rasa mobil proton lama jadi kendara dinas jabat raja malaysia,Netral
mesjid sebut gereja kok sebut bapak apa kerja semua muslim jawab bapak,Negatif
moga lancar bapak bravo ikn,Positif
oke deh lanjut terus kalau bangun perata ekonomi mah,Positif
enak masukin komunis bebas nya,Negatif
tuju indonesia maju,Positif
pantai indah kapuk baru,Netral
bila tanah beli terus sana,Netral
wow kagum kagum,Positif
kalau bangun tempat ibadah agama aku negeri,Positif
bangsa besar ikn wajib tuntas kerja nya presiden lanjut nya tinggal ngikuti planing ikn bukan adab baru bangsa jadi icon baru depan nya moga lancar aman sehat pimpin bangsa kerja ikn nya aamiin,Positif
gereja dbangun iya bapak,Netral
baru keluar goa apa bagaimana drun,Negatif
saran bapak sarana olahraga bapak,Positif
meikarta,Netral
cepat kalau pindah,Positif
habis uang rakyat hambur padahal lebih penting ikn,Negatif
makin banyak bangun indonesia makin besar sedia lapang kerja maju terus,Positif
bangkrut bangkrut negara kalau begini cara wis angel angel,Negatif
wakanda co,Netral
sarang koruptor,Negatif
beli properti sana bukan orang indonesia,Negatif
yakin jadi hambalang dua wkwk,Negatif
kok ken tinggal sana iya,Netral
moga mangkrak aamiin,Positif
tanya ikn sekian puluh ratus hektar lahan ikn kerja nama tebang pohon pohon kawasan ikn pasti pohon sebut ubah jadi kayu gelondong tanya nya mana kayu kayu tersebutkrn kayu kayu sebut mungkin kalau jual nilai sedikit moga kpk meng audit proyek sebut salah satu nya tanya kayu,Negatif
misi batu bara bang,Netral
kasih satu project interior nya dong bapak,Netral
bangun infrastruktur ikn bangun gaya budaya culture wilayah bangun kes budaya dikalimantan tetap jaga jangan semua bangun ibukota kharismatiknya,Positif
moga allah senantiasa beri sehat klancaran stekholder libat bangun ikn aamiin,Positif
orang jawa tengah sangat dukung bangun ikn perata sejahtera seluruh indonesia,Positif
tempat kumpul naga hati ikn milik orang china semua biaya ikn asal hutang china,Negatif
makin maju indonesia makin benci presiden indonesia,Positif
moga perintah pikir bangun ikn nya kasihan warga transmigran sp sp sulit fasilitas umum jalan tanggul jembatan banyak sekali,Positif
bang messi,Netral
betul bapak,Netral
korupsi aman iya bo doh,Negatif
ikn buat siapa iya apa benar buat rakyat sekarang peras lewat pajak mineral tambang kuras,Negatif
tuju ikn baru pakai hutang tanah asai kembang pribadi personal bukan konsorsium besar kalau konsorsium hutang urgensi,Positif
biar teman,Netral
pegawai nasrani agama tempat ibadah nya bangun iya apa muslim kerja,Negatif
lihat jadi apa,Negatif
sambut indonesia maju,Positif
moga jalan lancar bangun ada kendala apa,Positif
bapak jokowi hebat ganti,Positif
ganti itu hutan industri ganti pohon asli kalimantan masuk balaukayu besi,Netral
nusantara pusat pentakbiran bukan pusat economic jakarta terlalu padat duduk pusat pentakbiran harust pindah kalimantan,Positif
moga jalan lancar mampu bayar hutang puluh tahun lama hutang negara angka kurang lebih walaupun bawah pdb aamiin,Positif
indonesia makin maju kuat,Positif
insyaa allah ikut bangun ikn insyaa allah berangkat lebaran mohon doa nya iya kawan,Netral
moga jangan monumen bambu mesum sana,Positif
mesjid doang emang indonesia mayoritas,Negatif
jangan lupa optimal lanskap kawasan kerja konstruksi jangn kerja capek panas kmbali tempat tinggal hadap lingkungn gersang jangn lupa maintain nya otorita,Positif
